paper_id;name;year
56155448;Journal of Automata, Languages and Combinatorics;2005
56228790;Journal of Mathematical Imaging and Vision;2000
56258025;Electronic Communication of The European Association of Software Science and Technology;2011
56325981;Queueing Systems;1998
56329350;Science in China Series F: Information Sciences;2014
56444975;Journal of Intelligent Manufacturing;1999
56464763;Wireless Personal Communications;1998
56474599;Information Services and Use archive;2007
56514540;Journal of Universal Computer Science;1999
56523398;Transactions on Data Privacy;2010
56530886;Journal of Intelligent Manufacturing;1997
56572896;Annals of Operations Research;2002
56582070;Journal of Information Science and Engineering;2010
56626184;Electronic Communication of The European Association of Software Science and Technology;2009
56742685;Elektrotechnik Und Informationstechnik;2011
56749448;Photonic Network Communications;2002
56758779;Journal of High Speed Networks;2013
56787338;Journal of Electronic Commerce Research;2002
56815073;Communications of The Ais;1999
56852211;Computing;1980
56876852;Advances in Computational Mathematics;2002
56934042;Reliable Computing;1998
56946092;Annals of Operations Research;2001
56989278;Reliable Computing;1998
57018616;International Journal on It/business Alignment and Governance;2010
57058802;IEEE Data(base) Engineering Bulletin;2005
57104752;Studies in health technology and informatics;2001
57121055;Computer-aided Design;2015
57135300;Acta Cybernetica;2007
57141099;Elektrotechnik Und Informationstechnik;2006
57149851;Journal of Multimedia;2008
57181635;International Journal of Accounting Information Systems;2001
57182592;Games and Economic Behavior;2017
57229352;Journal of Intelligent Manufacturing;2000
57238696;International Journal of Electronic Commerce;2005
57250264;Advances in Computers;1986
57257458;Journal of Wireless Mobile Networks, Ubiquitous Computing, and Dependable Applications;2013
57383190;Presence: Teleoperators & Virtual Environments;1994
57410725;Computers & Mathematics With Applications;2014
57421905;Pacific Asia journal of the Association for Information systems;2013
57471251;Informatics in education;2008
57544234;Multimedia Tools and Applications;2003
57563868;Electronic Colloquium on Computational Complexity;2009
57567154;Annals of Operations Research;1998
57610339;IACR Cryptology ePrint Archive;2014
57610490;Science in China Series F: Information Sciences;2014
57713726;Journal of Advanced Computational Intelligence and Intelligent Informatics;2009
57754874;Computing;1977
57784516;Acta Cybernetica;2006
57826228;Computing;1992
57839009;Journal of Digital Information Management;2007
57893143;Journal of Intelligent Manufacturing;2000
57913679;Annals of Operations Research;2001
57960588;IFAC Proceedings Volumes;2012
57994002;Journal of Advanced Computational Intelligence and Intelligent Informatics;2009
58036934;International Journal of Mobile Computing and Multimedia Communications;2011
58069012;Advances in Computers;1985
58070740;Journal of Web Engineering;2002
58076550;Discrete Mathematics & Theoretical Computer Science;2001
58111544;Acta Cybernetica;2002
58152665;Annals of Operations Research;2001
58158309;Ldv Forum;2000
58159491;Computing;1986
58192018;International Journal of Computers Communications & Control;2009
58208513;Acta Cybernetica;2009
58217623;Reliable Computing;1996
58224905;Annals of Operations Research;2001
58261427;Computing;1987
58347805;Discrete and Computational Geometry;2015
58356152;Information-Knowledge-Systems Management archive;2008
58388268;Annals of Operations Research;2001
58421017;Computing and Informatics / Computers and Artificial Intelligence;2008
58426519;Numerical Algorithms;2002
58433218;Computing;1976
58475424;The Journal of Supercomputing;2003
58485687;Photonic Network Communications;2003
58520186;Technology, Knowledge, and Learning;2015
58544695;Management Information Systems Quarterly;1985
58594065;Nordic Journal of Computing;2007
58636832;Educational Technology & Society;2000
58667685;Electronic Communication of The European Association of Software Science and Technology;2008
58719989;IEEE Data(base) Engineering Bulletin;2006
58725908;Synthese;1998
58786860;Information-Knowledge-Systems Management archive;2004
58823560;Lecture Notes in Computer Science;2006
58916880;International Journal of Foundations of Computer Science;2016
58986238;Applied Categorical Structures;1998
59058852;Discrete Mathematics & Theoretical Computer Science;2005
59063889;Computational and Mathematical Organization Theory;1998
59071442;Communications of The Ais;1999
59080509;Electronic Colloquium on Computational Complexity;2007
59102541;Annals of Operations Research;2002
59220406;Applied Categorical Structures;2003
59280040;Grammars;2003
59289240;Reliable Computing;2001
59289768;Fundamenta Informaticae;2016
59305519;Computer-Aided Engineering;2005
59382029;Theoretical Computer Science;1993
59382102;Advances in Computational Mathematics;2000
59436113;Journal of Information Science and Engineering;2002
59457001;Annals of Operations Research;2003
59522920;Synthese;2000
59552121;Numerical Algorithms;2000
59601578;Information Processing Letters;2011
59640500;Nordic Journal of Computing;2002
59687515;Journal of Advanced Computational Intelligence and Intelligent Informatics;2011
59706137;Computing and Informatics / Computers and Artificial Intelligence;2009
59714529;IEEE Transactions on Systems, Man, and Cybernetics;2016
59766769;Journal of Computational Methods in Sciences and Engineering;2008
59781478;Journal of Electronic Testing;1997
59803121;Elektrotechnik Und Informationstechnik;2010
59803356;Computing;1984
59817177;Studies in health technology and informatics;2011
59826368;Lecture Notes in Computer Science;2013
59827963;International Journal on Software Tools for Technology Transfer;2013
59837025;Electronic Communication of The European Association of Software Science and Technology;2008
59862780;Management Information Systems Quarterly;1984
59952361;Nordic Journal of Computing;2002
59955177;Queueing Systems;1997
59966457;Journal of Web Engineering;2007
59976573;Elektrotechnik Und Informationstechnik;2007
60017057;IACR Cryptology ePrint Archive;2006
60075760;Journal of Grid Computing;2003
60091181;Advances in Computational Mathematics;1999
60125814;Computational and Mathematical Organization Theory;2000
60127525;Journal of Universal Computer Science;2010
60199872;Presence: Teleoperators & Virtual Environments;1997
60238224;Computing;1980
60246258;IEEE Data(base) Engineering Bulletin;2010
60262098;Photonic Network Communications;1999
60268163;Discrete and Computational Geometry;2016
60303060;Computing;1976
60324237;Journal of Global Optimization;2000
60334330;Science in China Series F: Information Sciences;2006
60345205;Neural, Parallel & Scientific Computations archive;2008
60367994;Reliable Computing;1997
60415921;Design Automation for Embedded Systems;2000
60481426;The International Arab Journal of Information Technology;2009
60521352;Journal of Intelligent Manufacturing;2003
60523069;Minds and Machines;2001
60585681;Synthese;2003
60689211;Lecture Notes in Computer Science;2012
60713664;Computing;1993
60873545;Analog Integrated Circuits and Signal Processing;2000
60883343;User Modeling and User-adapted Interaction;1997
60974719;Communications of The Ais;2005
61015070;Advances in Computational Mathematics;2002
61036376;Asymptotic Analysis;2009
61039192;Mathematical Methods of Operations Research;1999
61053291;Computing;1983
61054527;Computing;1985
61105136;Computing and Informatics / Computers and Artificial Intelligence;2003
61178704;Journal of Functional Programming;2011
61179552;Photonic Network Communications;2002
61202309;Lecture Notes in Computer Science;2011
61204997;Journal of Electronic Testing;2003
61302384;Numerical Algorithms;1998
61437942;Journal of Automata, Languages and Combinatorics;2002
61444162;Computing;1979
61461429;NeuroImage;2011
61484182;Numerical Algorithms;2001
61514116;Annals of Operations Research;2000
61518137;Wireless Networks;1999
61549919;Computational Optimization and Applications;2001
61677024;Electronic Communication of The European Association of Software Science and Technology;2007
61680181;Annals of Operations Research;2002
61748014;Electronic Colloquium on Computational Complexity;2006
61751308;International Journal of Speech Technology;2002
61757047;Fundamenta Informaticae;1992
61806522;Discrete Applied Mathematics;2014
61881935;User Modeling and User-adapted Interaction;1997
61921658;Advances in Computers;2012
62004826;Electronic Notes in Discrete Mathematics;2013
62042777;Intelligent Decision Technologies;2009
62050315;International Journal of Computer Science & Applications;2010
62188778;Annales Des Télécommunications;2004
62239416;Annals of Operations Research;1998
62273760;Transactions on Data Privacy;2012
62281807;Journal of Intelligent Manufacturing;2000
62296462;Journal of Intelligent and Robotic Systems;2002
62298501;Journal of Machine Learning Research;2012
62350375;Distributed and Parallel Databases;1997
62383471;Advances in Computational Mathematics;1999
62517381;Annals of Operations Research;2003
62527228;Computers & Mathematics With Applications;2011
62578000;Journal of the Operational Research Society;2010
62611866;International Journal of Speech Technology;2002
62652966;Advances in Computational Mathematics;2000
62676398;Journal of Intelligent Manufacturing;2001
62686475;Computing;1984
62746493;Advances in intelligent systems and computing;2015
62800302;Computational Optimization and Applications;1999
62823550;Computers & Mathematics With Applications;2013
62847046;Queueing Systems;1998
62855052;Reliable Computing;1998
62912982;Journal of Instruction-level Parallelism;2000
62932966;Photonic Network Communications;2002
62971503;Neural, Parallel & Scientific Computations archive;2007
62983436;Algorithmica;2003
63048850;Informatica (lithuanian Academy of Sciences);2003
63067763;Discrete Mathematics & Theoretical Computer Science;2004
63082618;Advances in Computers;2013
63172045;Journal of Web Engineering;2009
63189838;Journal of Mathematical Imaging and Vision;2001
63217226;Journal of Automata, Languages and Combinatorics;2002
63235815;Wirtschaftsinformatik und Angewandte Informatik;2007
63266106;Information Sciences;1999
63290371;Statistics and Computing;2001
63350359;Journal of Computational Methods in Sciences and Engineering archive;2009
63355359;Journal of Symbolic Computation;1992
63408870;Fundamenta Informaticae;2011
63422819;Algorithmica;2002
63463328;Computers and The Humanities;2001
63517543;Reliable Computing;1997
63574446;Mathematical Programming;2003
63586160;Elektrotechnik Und Informationstechnik;2011
63626580;Reliable Computing;2000
63662079;Algorithmica;2002
63668892;Electronic Colloquium on Computational Complexity;2006
63710172;Advances in Computers;2012
63734200;Telecommunication Systems;2003
63741873;Computers and The Humanities;1999
63744261;Computing;1979
63837884;Elektrotechnik Und Informationstechnik;2008
63863946;Problems of Information Transmission;2003
63900116;Queueing Systems;1998
63916949;Journal of Universal Computer Science;2010
63929538;Pacific Asia journal of the Association for Information systems;2013
63969300;Journal of Advanced Computational Intelligence and Intelligent Informatics;2011
64036840;International Journal of Agent Technologies and Systems;2012
64054199;Fundamenta Informaticae;2011
64115398;Reliable Computing;2003
64168594;Journal of Mathematical Imaging and Vision;2002
64188235;IFAC Proceedings Volumes;2006
64189892;Wireless Personal Communications;2003
64209406;Science in China Series F: Information Sciences;2014
64301810;International Journal on Software Tools for Technology Transfer;2013
64304387;Multiagent and Grid Systems;2007
64324160;Telecommunication Systems;2003
64333468;Journal of Management Information Systems;1989
64341160;Journal of Electronic Testing;1999
64367907;Computing;1973
64375438;Elektrotechnik Und Informationstechnik;2008
64378512;Annales Des Télécommunications;2000
64403321;Genetic Programming and Evolvable Machines;2003
64455821;Journal of Automata, Languages and Combinatorics;2007
64469735;Information Systems Journal;2017
64508104;Order;2001
64571548;Communications in computer and information science;2014
64728192;Numerical Algorithms;2003
64759565;Theoretical Computer Science;1993
64762062;in Silico Biology;2007
64819967;Journal of Mathematical Imaging and Vision;1999
64845311;Order;1999
64867182;IEEE Transactions on Wireless Communications;2016
64908777;Optimization Methods & Software;2016
64977212;Journal of Intelligent and Robotic Systems;2003
64982025;Elektrotechnik Und Informationstechnik;2009
64999592;Informing Science The International Journal of an Emerging Transdiscipline;1999
65021417;Statistics and Computing;2003
65024548;International Journal of Speech Technology;2000
65039770;Design Automation for Embedded Systems;2002
65203277;Communications of The Ais;2009
65219368;Electronic Notes in Theoretical Computer Science;2002
65281861;Computing;1978
65287299;Annals of Operations Research;2001
65289590;Journal of Global Optimization;1999
65325390;Computing and Informatics / Computers and Artificial Intelligence;2008
65386228;Informatica (lithuanian Academy of Sciences);2012
65426590;Electronic Colloquium on Computational Complexity;2010
65453516;Advances in Computers;2011
65470230;Nordic Journal of Computing;1995
65481267;Journal of High Speed Networks;2013
65556983;International Journal on Software Tools for Technology Transfer;2001
65563813;Management Information Systems Quarterly;2012
65731116;Lecture Notes in Computer Science;2003
65745200;Reliable Computing;2001
65801920;Management Information Systems Quarterly;2012
65851856;International Journal of Software and Informatics;2009
65866683;Nordic Journal of Computing;1996
65912669;RT. A Journal on Research Policy and Evaluation;2013
65915292;International Journal of Information Security;2002
65937861;Journal of Intelligent Manufacturing;1997
65951963;Discrete Mathematics & Theoretical Computer Science;2007
66057032;Journal of Information Science and Engineering;2008
66076840;Journal of Automata, Languages and Combinatorics;2007
66110438;Computers and The Humanities;2001
66131249;Applied Categorical Structures;2001
66231363;Journal of Machine Learning Research;2012
66250096;Annals of Operations Research;2001
66252736;Journal of Intelligent and Fuzzy Systems;2007
66295789;Computing;1977
66326051;Journal of Digital Information;2003
66352275;IEEE Transactions on Geoscience and Remote Sensing;2016
66396648;Journal of Mathematical Imaging and Vision;1997
66521553;Communications of The Ais;2004
66583193;Management Information Systems Quarterly;2012
66587367;Synthese;1999
66622014;Advances in Computational Mathematics;1999
66622447;Cognitive Science;2011
66741451;Computing;1984
66755770;Electronic Colloquium on Computational Complexity;2009
66786172;Information Polity archive;2002
66834618;Queueing Systems;1998
66840501;Annals of Operations Research;2003
66876153;The Australasian Journal of Combinatorics;2010
66991659;The Journal of Supercomputing;2003
67004963;Journal of Universal Computer Science;2006
67025887;Journal of Intelligent Manufacturing;2002
67144031;Multimedia Tools and Applications;2003
67209094;Iet Communications;2010
67297638;Information Technology & Management;2001
67320968;Computing;1992
67380703;Engineering Letters;2008
67391709;Annals of Operations Research;2001
67422603;Sensors;2016
67427115;Acta Cybernetica;2004
67472009;Journal of Management Information Systems;1987
67490418;Journal of Electronic Testing;2003
67511024;Computing;1990
67533220;Wireless Networks;1997
67540703;Automatic Control and Computer Sciences;2008
67604136;Informatics in education;2010
67726002;Algorithmica;2002
67734794;Pacific Asia journal of the Association for Information systems;2013
67758727;Acta Cybernetica;2005
67800307;Numerical Algorithms;2003
67803220;Annales Des Télécommunications;2003
67803670;Simulation;1997
67817293;Advances in Computers;1967
67856596;Computing;1975
67857387;Computing;1994
67880785;Journal of Computational Methods in Sciences and Engineering archive;2007
67902782;Bulletin of The European Association for Theoretical Computer Science;1999
67988733;European Journal of Control;2016
68015109;User Modeling and User-adapted Interaction;1997
68127330;Annals of Operations Research;2002
68131016;Journal of Cheminformatics;2012
68231303;Journal of Advanced Computational Intelligence and Intelligent Informatics;2015
68249492;Applied Categorical Structures;1997
68297148;Communications of The Ais;2011
68308136;European Journal of Combinatorics;2013
68309955;International Journal of Adaptive, Resilient and Autonomic Systems;2012
68385971;Annales Des Télécommunications;2000
68386417;International Journal of Computers Communications & Control;2008
68519879;Reliable Computing;2000
68530641;Journal of Instruction-level Parallelism;2008
68551808;Journal of Machine Learning Research;2015
68562291;Quantum Information & Computation;2014
68600364;Order;2000
68609084;Computational Optimization and Applications;2003
68611171;Informing Science The International Journal of an Emerging Transdiscipline;2014
68634354;Reliable Computing;1999
68685461;Wirtschaftsinformatik und Angewandte Informatik;2004
68697658;Electronic Colloquium on Computational Complexity;2009
68697885;Neurocomputing;2016
68705467;ICGA Journal;2010
68733909;Journal of Artificial Intelligence Research;2013
68765085;Annals of Operations Research;1998
68769432;Wireless Networks;1998
68783111;Elektrotechnik Und Informationstechnik;2008
68875028;Discrete Applied Mathematics;2013
68876179;NeuroImage;2016
68878979;Communications of The Ais;2005
68882308;Management Science;2017
68891950;Management Information Systems Quarterly;2015
68904481;Computing;1985
68923906;Acta Informatica;2003
68939665;Elektrotechnik Und Informationstechnik;2009
69013063;Applied Mathematics Letters;2012
69043507;Computing;1990
69051535;Journal of Digital Information Management;2009
69060415;Informatics in education;2011
69066391;Journal of Automated Reasoning;1986
69131746;Computing;1975
69162369;Digital Signal Processing;2006
69197470;Journal of Functional and Logic Programming;2002
69250116;Presence: Teleoperators & Virtual Environments;1997
69279007;Wirtschaftsinformatik und Angewandte Informatik;2002
69279520;Acta Cybernetica;2004
69328887;Journal of Global Optimization;2003
69410526;Design Automation for Embedded Systems;2002
69412256;Programming and Computer Software;2001
69424996;Communications of The Ais;2000
69490759;Communications of The Ais;2006
69525393;Log in;2009
69540849;Journal of Machine Learning Research;2013
69542941;IEEE Transactions on Signal Processing;2010
69601485;Informatica (slovenia);2002
69649372;Acta Cybernetica;2007
69704914;Electronic Colloquium on Computational Complexity;2007
69709800;Lecture Notes in Computer Science;2014
69713731;Advances in Computers;2010
69776077;Computing;1986
69784543;Journal of Machine Learning Research;2015
69928539;Journal of Information Science and Engineering;2009
69930366;Journal of Functional and Logic Programming;2003
69972012;Lecture Notes in Computer Science;2011
69974971;Foundations and Trends in Communications and Information Theory;2005
69985146;Annals of Operations Research;2002
70039066;Elektrotechnik Und Informationstechnik;2014
70044333;Acta Cybernetica;2002
70049865;South African Computer Journal;2008
70071972;Computers and The Humanities;1997
70097343;Order;2000
70136917;Journal of Combinatorial Theory, Series B;1991
70184355;Lecture Notes in Computer Science;2014
70315381;Multidimensional Systems and Signal Processing;2000
70317554;Annales Des Télécommunications;2005
70344750;Journal of Intelligent and Robotic Systems;1999
70397508;Journal of Intelligent Manufacturing;1998
70432058;Information polity;2005
70439561;Communications of The Ais;2003
70466954;Electronic Communication of The European Association of Software Science and Technology;2013
70497260;Journal of Combinatorial Theory, Series B;2016
70507272;Annals of Operations Research;2001
70512572;Annals of Operations Research;2001
70533054;Computing;1993
70542611;Machine Translation;2001
70665148;Computing;1992
70756450;Journal of Automata, Languages and Combinatorics;2007
70764230;Computing;1987
70808249;Softwaretechnik-trends;2011
70811569;Annales Des Télécommunications;1999
70835558;Reliable Computing;1998
70861104;Computing;1976
70879647;Synthese;2001
70910767;Computer Science - Research and Development;2015
70944597;Synthese;1999
71042570;Computational Statistics & Data Analysis;2016
71090134;Annals of Operations Research;2003
71164732;Computational Optimization and Applications;1998
71256417;International Journal of Agent Technologies and Systems;2012
71372921;Journal of Research and Practice in Information Technology;2007
71437166;Journal of Combinatorial Optimization;2003
71507039;Lecture Notes in Computer Science;2015
71530325;Lecture Notes in Computer Science;2009
71536209;Photonic Network Communications;2004
71541950;Reliable Computing;2003
71578758;Neural, Parallel & Scientific Computations archive;2008
71580382;International Journal of Computer Vision;2002
71629090;Elektrotechnik Und Informationstechnik;2011
71652684;Annales Des Télécommunications;2006
71669036;Order;2002
71768770;Lecture Notes in Computer Science;2004
71772827;Journal of Universal Computer Science;2009
71809192;Journal of Global Optimization;1999
71828450;Computing;2013
71843369;Journal of Economic Theory;2017
71880246;Presence: Teleoperators & Virtual Environments;1996
71980968;Wireless Personal Communications;2003
72011665;Annals of Operations Research;2002
72035983;Order;2001
72083884;Computing;1974
72174577;IEEE Transactions on Geoscience and Remote Sensing;2016
72245868;Computers & Mathematics With Applications;2012
72287121;Journal of Information Technology in Construction;2014
72421626;Journal of Scientific Computing;1998
72422316;Software Quality Journal;2003
72470771;Journal of Information Science and Engineering;2010
72512128;IACR Cryptology ePrint Archive;2004
72530425;Journal of Automata, Languages and Combinatorics;2009
72702182;Science and Engineering Ethics;2012
72717671;Praxis Der Wirtschaftsinformatik;2012
72804518;International Journal of Speech Technology;2002
72832394;Ars Combinatoria;2008
72895495;Annales Des Télécommunications;2003
72895637;Photonic Network Communications;2004
72956756;Computing;1974
72963684;Annals of Operations Research;2001
72998188;Journal of Management Information Systems;1987
73011133;Journal of Decision Systems;2008
73015254;Journal of Universal Computer Science;2010
73023589;Communications of The Ais;2009
73033612;Computational Optimization and Applications;2000
73056518;User Modeling and User-adapted Interaction;2001
73118757;Journal of Mathematical Imaging and Vision;2002
73157358;Journal of Management Information Systems;1992
73160570;Computing;1985
73211700;Biological Cybernetics;1991
73222560;Studies in health technology and informatics;2004
73236015;Journal of Web Engineering;2010
73243078;International Journal of Game Theory;2019
73246605;IEEE Data(base) Engineering Bulletin;1999
73253284;Journal of Integrated Design & Process Science archive;2013
73328328;Educational Technology & Society;2010
73369147;Photonic Network Communications;2001
73379718;Journal of Automata, Languages and Combinatorics;2003
73484287;Cognitive Science;1990
73560095;Computational Optimization and Applications;2000
73738603;Reliable Computing;1998
73848127;Journal of Electronic Testing;1999
73858164;International Journal of Multimedia Information Retrieval;2013
73870823;Reliable Computing;2002
73917801;Wirtschaftsinformatik und Angewandte Informatik;2009
74014302;IACR Cryptology ePrint Archive;2005
74019428;Queueing Systems;1998
74024549;IEEE Data(base) Engineering Bulletin;2006
74052680;Annales Des Télécommunications;2005
74111789;Computer Aided Geometric Design;1994
74114901;Electronic Communication of The European Association of Software Science and Technology;2007
74128168;Journal of Global Optimization;1999
74170460;Journal of Intelligent Manufacturing;2000
74211586;Wireless Networks;1998
74320809;Informatica (lithuanian Academy of Sciences);2011
74363291;Journal of Management Information Systems;1993
74450601;Informing Science The International Journal of an Emerging Transdiscipline;2008
74523810;Cluster Computing;2003
74550142;Order;2000
74562896;Elektrotechnik Und Informationstechnik;2007
74623679;Annales Des Télécommunications;2002
74640240;European Journal of Combinatorics;2013
74662681;Information Sciences;2014
74675927;Journal of Information Technology in Construction;2008
74681859;Annals of Operations Research;2002
74692533;Reliable Computing;2000
74708024;Acta Cybernetica;2005
74726671;Computing;1988
74939694;International Journal of Wireless Information Networks;2000
74976344;International Journal of Network Security;2006
75069447;Numerical Algorithms;1999
75104858;Journal of Scientific Computing;2002
75148298;Computer Systems: Science & Engineering;2001
75235732;Engineering Letters;2008
75238732;Reliable Computing;1997
75241701;Annals of Operations Research;2001
75280573;Journal of Electronic Testing;1999
75290949;Wirtschaftsinformatik und Angewandte Informatik;2002
75294930;Journal of Universal Computer Science;2008
75297470;Computing;1977
75306874;Presence: Teleoperators & Virtual Environments;1993
75431615;Information Polity archive;2006
75450506;Applied Mathematics and Computation;2015
75522673;Journal of Multimedia;2005
75590884;IACR Cryptology ePrint Archive;2011
75607281;Electronic Colloquium on Computational Complexity;2010
75646213;Annals of Operations Research;2001
75679727;Journal of Universal Computer Science;2010
75718639;IACR Cryptology ePrint Archive;2007
75734479;Computational Optimization and Applications;1998
75745876;Electronic Colloquium on Computational Complexity;2008
75774804;Advances in Computational Mathematics;1998
75817071;Discrete Mathematics & Theoretical Computer Science;2013
75826713;Annales Des Télécommunications;2006
75828533;Journal of Electronic Testing;1998
75847771;Annals of Operations Research;2000
75861643;Computing;1986
75868226;Electronic Notes in Discrete Mathematics;2006
75893293;Mathematical Programming;2001
75981726;Order;1999
75991474;International Journal on Software Tools for Technology Transfer;2001
76021774;Journal of Computational Design and Engineering;2015
76047383;IEEE Transactions on Very Large Scale Integration Systems;2010
76146548;Computational Linguistics;1985
76157818;Social Networks;2016
76193524;Journal of Multimedia;2009
76213128;Management Science;2017
76215855;Annales Des Télécommunications;2005
76303595;Foundations of Computational Mathematics;2016
76309752;Advances in Computational Mathematics;2002
76341533;Journal of Management Information Systems;1993
76358617;Lecture Notes in Computer Science;2004
76406933;Advances in Computational Mathematics;1999
76433242;Journal of Electronic Testing;1998
76482866;Synthese;2001
76648095;in Silico Biology;2008
76725308;Annals of Operations Research;2000
76766519;Journal of Universal Computer Science;2001
76773566;Order;2002
76789258;Management Information Systems Quarterly;2013
76819964;IACR Cryptology ePrint Archive;2004
76918232;Computing;1970
76948379;Computing;1990
76961182;Electronic Colloquium on Computational Complexity;2006
76982152;Journal of Intelligent and Robotic Systems;1999
77075433;Ars Combinatoria;1998
77152890;International Journal of Network Security;2008
77193590;Wireless Networks;1997
77212896;Computing;1982
77286620;Annals of Operations Research;2001
77296164;Lecture Notes in Computer Science;2012
77317421;Nordic Journal of Computing;1997
77330142;Nordic Journal of Computing;1995
77353308;Computing;1986
77357241;Neural, Parallel & Scientific Computations archive;2010
77383704;Discrete Event Dynamic Systems;1999
77390691;Emisa Forum;2004
77577284;Computing;1990
77591251;Annals of Operations Research;2001
77593759;The Computer Science Journal of Moldova;2008
77596585;Computing;1981
77703292;Artificial Intelligence Review;1994
77732623;Journal of Web Engineering;2012
77858319;Numerical Algorithms;1998
78014942;Advances in Computational Mathematics;2016
78122038;Journal of Electronic Testing;2000
78129307;Informatics in education;2009
78131393;Future Internet;2012
78173020;Acta Cybernetica;2004
78240540;Journal of Global Optimization;2003
78272331;Discrete Mathematics & Theoretical Computer Science;2012
78275296;Computing;1993
78324847;Journal of Computational Design and Engineering;2015
78353124;Pacific Asia journal of the Association for Information systems;2014
78374672;International Journal of Accounting Information Systems;2001
78375865;Journal of Information Science and Engineering;2001
78383390;International Journal of Computers Communications & Control;2006
78391739;Acta Cybernetica;2002
78457601;Programming and Computer Software;2001
78534653;Acta Cybernetica;2007
78536397;Journal of Universal Computer Science;2011
78559035;IACR Cryptology ePrint Archive;2005
78571512;Statistics and Computing;2000
78583169;Management Information Systems Quarterly;2011
78615429;The Journal of Supercomputing;1999
78630970;NeuroImage;2011
78648781;Lecture Notes in Computer Science;2012
78662746;Computing;1987
78749109;Marketing Science;2017
78858407;Elektrotechnik Und Informationstechnik;2009
78920299;Discrete Applied Mathematics;2015
78927647;Social Network Analysis and Mining;2014
78944170;Informatica (lithuanian Academy of Sciences);2000
78977128;Photonic Network Communications;1999
79025374;Annales Des Télécommunications;2003
79040863;International Journal of Digital Content Technology and Its Applications;2008
79047183;Computing;1982
79065990;International Journal of Computers Communications & Control;2009
79073622;Games and Economic Behavior;2017
79123185;Journal of Universal Computer Science;2003
79136065;International Journal of Speech Technology;2003
79218528;Genetic Programming and Evolvable Machines;2003
79254521;The International Arab Journal of Information Technology;2008
79307738;Acta Cybernetica;2008
79318708;Journal of Intelligent Manufacturing;2000
79327555;Progress in Artificial Intelligence;2012
79329904;Computing;1983
79355263;Journal of Multivariate Analysis;2017
79444176;Computing;1993
79484201;Applicable Algebra in Engineering, Communication and Computing;2003
79574561;Computing;1977
79637624;Wireless Networks;1997
79646070;Computing and Informatics / Computers and Artificial Intelligence;2008
79705588;Electronic Communication of The European Association of Software Science and Technology;2006
79785652;Acta Cybernetica;2009
79848905;Photonic Network Communications;2002
79856892;Journal of Intelligent Manufacturing;2003
79945293;Journal of Intelligent Manufacturing;1999
79980520;Journal of Scientific Computing;2001
80008993;Computing;1985
80120243;Electronic Notes in Discrete Mathematics;2005
80150817;Annals of Mathematics and Artificial Intelligence;1993
80185880;Psychnology Journal;2003
80236081;Annals of Operations Research;2001
80243447;Annals of Operations Research;2002
80325070;Computing;1979
80400929;Advances in Computational Mathematics;1999
80527259;Programming and Computer Software;2003
80552800;Quantum Information & Computation;2003
80558616;Journal of Multimedia;2006
80579759;IACR Cryptology ePrint Archive;2011
80644305;Mathematics of Control, Signals, and Systems;1995
80656091;Microprocessors and Microsystems;1999
80663371;Acta Cybernetica;2006
80668499;Ingénierie Des Systèmes D'information;2015
80693196;European Journal of Operational Research;2017
80771103;Wirtschaftsinformatik und Angewandte Informatik;2003
80788423;Annals of Operations Research;1999
80852114;Reliable Computing;2000
80987048;Cognitive Science;2014
81089015;IEEE Transactions on Reliability;2014
81216941;Journal of Intelligent and Robotic Systems;1998
81296510;Scalable Computing: Practice and Experience;2001
81297764;Computer-Aided Engineering;2001
81301690;Journal of Universal Computer Science;2006
81317141;IACR Cryptology ePrint Archive;2005
81402747;International Journal of Computers Communications & Control;2006
81416335;Systems & Control Letters;2012
81460730;Computational Optimization and Applications;1997
81762446;A Quarterly Journal of Operations Research;2004
81797478;Electronic Colloquium on Computational Complexity;2011
81835341;Wireless Personal Communications;1998
81845748;Numerical Algorithms;1998
81865175;Communications of The Ais;2007
81874672;International Journal of Multimedia Information Retrieval;2013
81988028;Reliable Computing;2003
81993806;Journal of Intelligent Manufacturing;2001
81998003;Discrete Applied Mathematics;2014
82021289;International Journal of Network Security;2009
82066261;Communications of The Ais;2001
82138243;International Journal of Advanced Corporate Learning (ijac);2014
82187197;Advances in Computers;2014
82242674;Acta Cybernetica;1995
82253921;IEEE Transactions on Control of Network Systems;2016
82465566;Journal of Intelligent Manufacturing;1997
82513014;Computers and The Humanities;1997
82531416;Information-Knowledge-Systems Management archive;2008
82569459;Computational Linguistics;1995
82599749;Applied Categorical Structures;1998
82632774;Annals of Operations Research;2002
82633235;Journal of Logic, Language and Information;1992
82667242;Information polity;2006
82705167;International Journal of Medical Informatics;2007
82708478;Computing;1992
82715903;Photonic Network Communications;2001
82733688;Management Information Systems Quarterly;2015
82802884;Journal of Electronic Testing;1998
82911682;Journal of Integrated Design & Process Science archive;2002
82973090;International Journal of Computers Communications & Control;2008
82988739;Neural, Parallel & Scientific Computations archive;2002
83011877;Journal of Web Engineering;2012
83115462;Journal of the American Medical Informatics Association;2012
83134981;Journal of Intelligent Manufacturing;2002
83184700;Computing;1991
83217296;Electronic Colloquium on Computational Complexity;2010
83254398;ICGA Journal;2000
83304924;Cybernetics and Human Knowing;2000
83315733;OR Spectrum;2014
83322102;Natural Computing;2003
83358674;The Journal of Internet Banking and Commerce;2009
